Date,SPY,AAPL,NVDA,MSFT,AMZN,META,GOOGL,AVGO,TSLA,GOOG,BRK-B,JPM,LLY,V,XOM,UNH,MA,COST,PG,WMT,HD,NFLX,JNJ,ABBV,CRM,BAC,ORCL,MRK,CVX,KO,CSCO,WFC,ACN,NOW,MCD,PEP,IBM,DIS,TMO,LIN,ABT,AMD,ADBE,PM,ISRG,GE,GS,INTU,CAT,QCOM,TXN,VZ,AXP,T,BKNG,SPGI,MS,RTX,PLTR,PFE,BLK,DHR,NEE,HON,CMCSA,PGR,LOW,AMGN,UNP,TJX,AMAT,UBER,C,BSX,ETN,COP,BA,BX,SYK,PANW,ADP,FI,ANET,GILD,BMY,SCHW,TMUS,DE,ADI,VRTX,SBUX,MMC,MDT,CB,LMT,KKR,MU,PLD,LRCX,EQIX
2023-01-04,0.007719951589523433,0.010314389592431583,0.030317968219512048,-0.0437431299965203,-0.007923564525679994,0.02108400558900203,-0.011669700303592823,0.01221361971873458,0.05124885285593783,-0.011036729202953621,0.014972037288342177,0.009325277470971782,-0.00517831990157025,0.025169933673359735,0.002910448583353986,-0.02726375197267028,0.02407724050775828,0.007235945659681775,0.0043542925917039454,0.0011141355611568038,0.012092129683082042,0.04902522751864935,0.010887216784994935,0.00806734546666199,0.035687641943236814,0.018800274802737604,0.0090778225362389,0.008457755912741227,-0.010632918492471166,-0.00047663503719541644,-0.00021024620290754914,0.020578870661385862,-0.003404060395409525,0.021660197415085847,0.00022718648055319868,-0.0024524509746824963,0.007418182579584043,0.03383168512459056,0.015799397953360828,-0.004963022037840381,0.014874976359349201,0.009996986138740782,0.01332657620630795,-0.0006910993732590631,0.0164514363470174,0.05820423130497576,0.004274606956929494,0.0009970951195383826,0.01038180717688153,0.04039172283427672,0.03651749298402307,0.025174639111104735,0.023246518274913086,0.021344643077529923,0.038494919932995364,0.01924395027688952,0.010849057778917315,0.00029762038898928367,0.029733968887382112,-0.02204438628481742,0.013847537043292446,0.015632873532549718,0.00787304630325858,-0.019878712030941048,0.028675749686515095,0.008452702734687456,0.011806644365812247,0.010472112754853491,0.007996873812774474,0.010758031999143602,0.026672103882300124,0.021687666554552232,0.025775405131209794,0.010649895595355119,0.0067830745172092755,0.0019447699425720888,0.04222324594795546,0.024694464490610857,0.02625691159903587,0.000650027734737213,0.004712593341585469,0.008398364606363229,-0.058473303366827545,0.0012881391228889427,0.004981931714260757,0.017207606272580556,0.00661695157944564,-0.001909055129442394,0.02129892839541414,0.0028319613653122744,0.03600117572995276,0.019460212528744192,0.0346283071647866,0.016442432041326338,-0.0021568916073942956,0.03041994662262759,0.07603711869819585,0.03789161430647159,0.019695763131322153,0.026625982145591864
2023-01-05,-0.011413169372424536,-0.010604698440900062,-0.03281585183789426,-0.02963765086958081,-0.023725589118479662,-0.00337608212848306,-0.021344205512207948,-0.00931751169497097,-0.029039097760312105,-0.02186915689411728,-0.005245569736185729,-0.00022166715644211799,-0.011511886134375593,-0.007055266142317995,0.02237404043424429,-0.028820466371424547,-0.009517101714671239,-0.013952023451820339,-0.012415401367440682,-0.0034083707058908397,-0.01332388718572286,0.0009372953087791736,-0.007383580292348979,-0.0012219257408936368,-0.02328236651590132,-0.002050220901170907,-0.002012251879032867,0.013918707439226186,0.01800869595904908,-0.011442968768939799,-0.014090395884925222,-0.005392642139961601,-0.023613330830484003,-0.06989970382801303,-0.008434515512290686,-0.010448790093884108,-0.010449114591313924,-0.0006523700581541059,-0.008862282433052093,-0.035609250011468196,-0.003686596015652799,-0.03603466902399921,-0.03798951724197108,-0.004050273225687628,-0.00511112919560186,0.015527069013259176,-0.011331668028067732,-0.040733563153595664,-0.004474636602925908,-0.019098045130832908,-0.01324118188206913,0.013858487997352897,-0.023930255259673072,0.0036571990264333554,0.01634741182415822,-0.016216943116340032,-0.0084245523162092,0.0003966564187869448,-0.03951364058652418,-0.009375654715649384,-0.02861890158152358,-0.04182150026948939,-0.02201449396277877,-0.026518790998384167,0.010658787713721196,0.002973812355620664,-0.0030785308339030815,0.009342129185214265,-0.029439857652931667,0.009892270286670612,-0.0139966173931787,-0.01389427296301271,-0.004471882261266269,-0.015914014590683756,-0.010200139651429962,0.030262922551538285,0.006629375896493261,-0.018202793315123422,-0.010574595756907779,-0.024758140912401583,-0.02156802070609065,-0.026063061888549566,-0.038211512772802436,0.004093570918330736,-0.0018041123035928974,-0.002879292004568601,0.03229488246321277,-0.020662124161495043,-0.037490236520441256,0.003695666861194047,-0.00028714025341347593,-0.0181430660657681,-0.011609322812639378,-0.0037433453390427474,0.0011961599716210358,-0.014552940899241085,0.00940981877422975,-0.035140215005806996,-0.012782157652781567,-0.028714208317497825
2023-01-06,0.022931972465587203,0.036794123369405574,0.041640348790882964,0.011785267221912754,0.035611152390083056,0.024263461447035395,0.013225024843223743,0.06019614324754863,0.024651090365942707,0.016019380893611324,0.018504342147214414,0.019135568368977562,0.011200218673853124,0.03145285595912162,0.012086829487702566,8.148687541176258e-5,0.04689630518960408,0.07259158008074307,0.023812771943267697,0.024499240458958127,0.006529940733811301,0.018889168083167096,0.008109748382450821,0.01871677615216427,0.030585279536469834,0.009979384636184863,0.016012468886599907,0.010559594935359184,0.007532503913513899,0.019292441384576087,0.030716676612111415,0.008957901774074406,0.023690176088582815,0.0005732459349190311,0.027883749857439133,0.02258616439414962,0.01835444647974338,0.021757959505646296,-0.039393855588513604,0.034927419410229366,0.013808641146183076,0.02615108624312379,0.013122632829606795,0.026482882150574483,0.006589306691327401,0.009117776034895275,0.0125670397228006,0.02901871276316892,0.03570837860082299,0.054296181113929975,0.049302144824862504,0.011750389483556445,0.02554131563627804,0.016658025071428106,0.015995822912912017,0.0349916323795918,0.019087442679214695,0.015662269329432155,0.012658215432457043,0.025372635148809053,0.05242153905397595,-0.010735529024340273,0.012344200448308307,0.02836610198292555,0.02460781301400594,0.023416803112677353,0.0009960850016781375,0.03125248283915982,0.04397284520633793,0.025666618277437214,0.06484883393178831,0.033268117684981835,0.011978615705433793,0.012456370857279131,0.024809109516580108,0.012503393100651294,0.03907504898868375,0.034338629074458726,0.02573844510144374,-0.0019243172649058282,0.027950224488664688,0.027967794131000145,0.027034424533970425,0.025975699151382203,0.01501655938512969,0.017205893024518693,0.02830844629802609,0.02830757500757186,0.0365081718078446,0.008058552532548724,0.021641121896838422,0.02901171490609067,0.010371177825888367,0.02370731603688747,-0.00802823507340178,0.01645565380520453,0.03765285762694992,0.03367300452713895,0.06764012742246517,0.02016288469039318
2023-01-09,-0.0005668045001527844,0.004088682209789418,0.05175309159607666,0.009736353456970104,0.01486987397850048,-0.004230161399482735,0.007785575198095751,-0.019611556096595262,0.059349011404278285,0.007259550513395219,-0.009915603369736625,-0.004132239059928877,-0.036121659377497894,0.003903647192638804,-0.018637386690685265,0.00012250929076951245,0.008975446952671717,-0.0085323432801786,-0.012214072885629146,-0.01246772442981392,0.0008818965366230724,-0.001204165361855969,-0.025908521099106574,-0.029360608322282267,0.04690064206586286,-0.015111878516992028,0.012655132224943744,-0.038836705405080774,-0.007816087945874406,-0.012460462348500623,0.005380758752439263,-0.009579371137064974,0.016864243448700522,0.03282132109066649,-0.008238367310747119,-0.009773719746386411,-0.0010439830721428178,0.009050284291360455,0.02072898414878832,0.018218601625623165,-0.00160251439093817,0.05128203293069067,0.027738575466049964,-0.011498600091172095,-0.020193134645727917,0.010147275596669836,0.01413487760398846,0.024887323472640333,-0.009001056019645737,-0.006329122690666988,0.008677742921912035,-0.004020418570762185,0.0015315792057530864,-0.011011818987145094,0.013380561859724915,0.007187311405483454,0.000913669147081464,-0.02791337128732785,0.015624984866008385,-0.04968595846241808,0.02031146027955355,0.010139002171823064,0.005020988774222301,0.0019022824600360977,-0.008973348055698716,-0.019315153329828028,-0.00761296522392807,-0.018459377900108542,-0.002594238267476956,-0.0146278042265654,0.02129091806433947,0.03787878842612158,0.004861408600163486,-0.01597240771034847,-0.0013656202086017588,-0.007358745316488391,-0.02079808767972413,0.017167731861093438,0.01853657677313869,0.0017055670532377665,-0.002706467598258322,-0.0010765375809652644,0.02152072800369842,-0.03383283720678487,-0.02726031931646289,0.010527571603766495,0.0013461791385100952,0.004056543970885729,0.009545781930501152,-0.02405148228616527,-0.018277134283650187,-0.0033341784756938386,-0.04105858231247839,-0.023376670316791248,-0.030111488231482575,0.030303027861624976,-0.007222087567565483,-0.005057932811520671,0.01608016863026429,0.01071298991182279
2023-01-10,0.00701286429347503,0.004456477607965192,0.01798062855162863,0.00761712202544973,0.028731709234134817,0.027187782492534618,0.004544471929143201,-0.003397583322355291,-0.007681374256751861,0.004955024012888165,0.002598825238142588,0.008954022392496652,0.00834695279124964,0.01139057256139675,0.01493485700711683,-0.00828473526693252,0.00010779378127123707,0.005535244909001147,-0.0009866725898662887,-0.0006208695223312022,0.008873154804042382,0.03924864228881919,-0.0023920314250356345,-0.012495255265929539,0.0023113030416823666,0.006786608929530535,0.0009256822319625435,0.003895622997124537,0.004909166400737908,-0.00766654538769207,0.0047345491544494855,-0.0007076857684668036,0.004310346315579139,0.0060228201447618535,0.006211227385279239,-0.008252859074572294,0.008708033294631878,0.008335946729744581,0.04017666612803206,0.00034175226200505726,0.015158333059673401,0.012046478490814083,-0.009591200286346524,-0.0010752201811625728,0.02427053506037047,0.03577818683645506,0.012350986135399644,-0.016846209583327942,0.0157731766442335,0.020068109686132374,0.009734952200590508,0.014019697509730866,0.010638261336351595,0.02258388367596087,0.0056783581979686915,0.011560179631340706,0.014605174444290547,0.0032127575542097997,0.030769201425405734,-0.015912312721026778,0.005697433055631196,0.04642226972669028,0.005590570882690438,0.003180301557203391,0.008788239251399155,0.007651042514289053,0.00982733474416686,0.0139198416493016,0.0038778485642023686,0.011409794018226505,0.014555365803476494,0.023357711894428146,0.01367280032579421,0.010309305091687815,-0.0029216020331260806,0.0061350785701626,-0.009013783462595626,-0.0006206668588736308,0.010766413465462366,-0.006588683577022469,0.005302441665450797,-0.010091102012113606,0.003133982778304345,0.023971772942964265,0.00901301906589369,0.0022240525588632654,0.00531019133437427,0.021555337929292984,0.012686948308433754,0.019489421316790878,0.01202977456420884,0.0,0.01741031486823985,0.005637341006079932,0.007189664744631452,0.009871091832651668,0.015081612558309532,-8.619187343938961e-5,0.013659537958514711,0.020538551954268236
2023-01-11,0.012647850895293855,0.021112330293005854,0.005782777596510469,0.030238227979415555,0.058083825879343465,-0.0007518601282170412,0.03505998038540725,0.005583343626626602,0.036769060182475055,0.03384139048448609,0.012707409312824325,0.00743141794063118,0.021715220618213404,0.0045683019064348684,0.011627083856007081,0.015226327218565094,0.018463076215950336,0.006044824321225439,-0.008097861414164909,0.0087669714935239,0.02610488774105657,-0.0008548536728101297,-0.0015984806854920652,-0.015472161190851375,-0.01722746628718741,0.007620397096207876,0.02427745362008671,0.002346480980176313,-0.004771519041149586,-0.0019315086276254778,0.008195140170891069,0.0089707810208568,0.02655140620490304,0.03397753010670024,-0.0003716043690749071,0.0011244456674137648,0.003176839919312835,0.00805785783593227,0.025579425662609623,0.023569154544019755,-0.0061485111688912575,0.014841946532577754,0.012488870139645725,-0.0012723158151091152,-0.042010592983025896,0.032150931860520426,0.019923957677561832,0.017057610097250153,0.0008782936485480786,0.012659276093320182,0.0026346687347955644,-0.018355109971467387,0.012631741975771105,-0.0030815524685798845,0.0017381494923900398,0.027258076014227806,0.005735693650001261,-0.0033025858356011684,0.04179107728050213,-0.0035699747484823074,-0.0017960122652508348,0.02592831561133524,0.0054411990976108715,0.004542513481625932,0.0018480571136743063,-0.00578859648574781,0.03570031212560698,-0.0035418553175845524,0.00932728848790787,-0.002062219584351044,0.018696744879038274,0.011055615400166419,0.010790718338122396,-0.005427702834263637,0.02294145400394476,0.001354922756318544,0.006483121205973719,0.03154094532978613,-0.018953163057442213,0.01877937422023135,0.017734120857070268,0.004849543342533957,0.009546111620892361,0.0005737761941562169,0.004047427464028974,-0.025694933926274977,-0.005081557095354405,-0.009029951462261487,0.003368493174238818,0.0121212121212122,0.002830210524588317,0.02065847607873028,0.018126560884915932,-0.0007118243938875057,0.0015358530625892985,0.0418910239161685,0.014857604370171584,0.04222314075082867,0.012406794985737601,0.028727460162083496
2023-01-12,0.0036407100725412977,-0.0005992588272569765,0.031873066481658,0.011621367965540808,0.0018929468094222024,0.02874559500079421,-0.004261410341588001,0.006572833850668758,0.0027592625752506095,-0.003793713036050139,-0.004494810573254626,-0.001002770056487745,-0.0035793159258421525,0.006843716770720709,0.016611126455182923,0.004600763811856368,0.005160697787569557,-0.0038817929580667876,-0.005641861082940958,-0.009033064968468119,0.0026442999280311685,0.008769770309678071,-0.005032220916826091,-0.022287996423484224,0.032436236024660614,0.0026177135154712428,0.0020316704684453235,0.0063023584045796,0.010730518667281697,-0.012901124587444968,-0.004267624344245768,0.002105860270233073,0.009819247712246515,0.049469274840559185,-0.00788673307126575,-0.012749147309165432,0.0019962828852211345,0.03612578164525759,-0.001750803035132531,-0.002153773478781651,-0.011363589332158974,0.025195562622019496,0.004694882056183403,-0.006074862718197904,-0.011617129992842479,0.015059836080644873,0.014980305636796087,0.0035163928532644384,0.01730941892485105,0.027029377607963978,-0.0041369413835121716,0.015298615704278706,0.0064967058347609186,0.0,0.014365196628174814,0.010218414501521167,0.012300070922207196,0.010944914850651521,0.004298024316099047,0.005479512647629026,-0.002592887637339669,-0.005478296124022286,0.0008234619480007588,0.01733387896246552,0.019499311614810555,0.005217308127340781,0.008006080910724078,-0.007291583892414244,0.002006908805204155,-0.0042543295773237455,0.0012720255876708109,0.023985901094387474,0.0078011761506560084,0.019646314870149117,0.0037783686763843694,0.016238242220268706,0.030236064903288673,0.02395569630131389,-0.00950501065965359,-0.0008046273494946021,-0.003223874582323538,0.008765876099172454,0.007306786389942088,-0.016859838520986825,-0.004726266811731716,0.0007193841950481339,0.007459657263775288,0.006020962448671119,-0.006596461987408153,0.01368691189050475,-0.004233371922471418,0.0014376563744797899,-0.005851686595981009,0.004407507080080197,-0.0027214546716832766,0.027570390248260024,-0.013606606466742499,0.00967352173865299,0.012362894492352172,0.014291556269671268
2023-01-13,0.003879428712088462,0.010118960866825066,0.023499614518786682,0.003018743178268002,0.029915043601747016,0.0019749403187534487,0.010863721024846784,-0.005052217092048061,-0.009388119582672827,0.009683433362238425,-0.004044705913423208,0.025234671568574063,0.006961345157542098,-0.0025042128852795775,-0.0006181961523740176,-0.012306605832589135,-0.011295113911853671,0.005845445559174101,0.007142461859219518,0.003314722258038527,0.004062150771128259,0.008148312487867182,-0.0032758861121663374,0.009065872462257207,-0.0006015551816875853,0.022047955593526236,0.004730600775741056,0.004294390743134979,0.00271064807365895,0.0035942242290152304,-0.002448976079079568,0.032453682918178295,-0.005989332427292271,0.003944259895209745,0.008249305349872227,-0.003072078132065892,0.0023359900048725013,-0.00410774752616605,0.003955158827347427,0.015809450231224265,0.019306770166283016,0.0028248155313777,-0.0004643979164715706,0.002563112346894769,0.00762820672707476,0.016992194707195596,0.010974751349562606,-0.008797753199715208,0.01329050331964865,-0.011102877900271535,0.0049401187674809055,0.001195936039020351,0.005421983463475888,0.007212734388619024,0.01974965105013471,-0.003779469791972412,0.012481957526595533,-0.0198648924146968,-0.007132694593768751,0.0029344071096288893,3.9823728410048886e-5,0.004810739612875814,-0.004584421282212592,0.00291702303513941,0.006203216921613963,0.005340720857821557,0.009036462489669939,0.002989729809377506,-0.006800677222624563,-0.004760718906793637,-0.002086976021905884,0.01412331511244913,0.016907752240113316,-0.0038535711561513697,-0.0015785160631268669,0.01090227561030166,-0.0008865361838048536,-0.00023520997038772862,0.013536268781188188,0.01654461497698123,0.0045034463044957285,0.0013669145884722678,-0.018603859869417372,0.006416285534135646,0.012709551357686477,-0.005989647069475579,-0.0015342628080657894,0.008117624309288862,0.001838007290715371,0.015831231869725793,0.013037328166841,-0.004478741959284327,0.009267298192021656,0.007048000965869106,-0.025793704362596204,0.006148718193139668,-0.005936841943606441,-0.0018015274081757404,0.007722786971796847,-0.004756545588398997
2023-01-17,-0.0018317826214279131,0.008756455009334418,0.047517683394055155,0.004681704280110388,-0.02109661268732821,-0.01182662116346267,-0.009010001960810254,0.0004146650756602366,0.07426473736900463,-0.006896572209056595,-0.008752138171105206,-0.015453382493440415,-0.010729424080469618,-0.0002689895417227195,-0.0019443492430584186,-0.009171267906211145,-0.0013847505515479641,0.003132324477839399,-0.002916455521847938,-0.0060568328921722925,-0.011110808697392782,-0.019830556932492915,-0.006169536731789549,-0.005013064871848383,-0.006956069994408787,-0.02015308102701585,-0.006726332335422414,-0.016035642608943967,0.016501467856641527,0.004069649739930625,-0.016366477970308546,-0.00226148191764175,0.009711303979626384,0.008074370237076245,0.019412894789519353,0.004679215199342224,-0.004798222514366568,0.005130862559443505,0.00688527350484569,-0.012301217242831508,-0.0010572516233107176,0.008309807575924255,0.0,-0.004621370745475528,0.01093092760355674,0.003615973319793575,-0.06438492148609298,-0.007654910253845348,-0.008512045917963507,0.0003325018903779231,-0.020166520066606575,-0.024127962281998316,-0.012904338986382324,-0.01125311548107999,0.01420032671026017,0.002811259387010656,0.059131587087718485,-0.002533488511254789,0.015804616797630233,-0.03699057343361101,-0.005649883722754656,0.004751090058052521,0.0125176492158392,-0.020174562085524816,0.0002569168839858804,-0.02214720463465758,-0.012443444754216437,-0.008501132755957985,0.005065055183635314,0.00024532204762262033,-0.005092336214576387,-0.008152165990639837,0.00781250842177883,-0.010530794683526912,-0.012405074501506963,-0.010126109777489178,-0.012702569274173903,0.009877807830456442,-0.013163004172761728,0.022612698947477528,-0.03496912537049557,0.014138110492917244,0.01130437436311138,-0.009968533252616485,-0.0027583023234850623,0.006146240618910781,-0.018038492635754855,-0.0032527678948830463,-0.012249991764963108,0.03668508159552952,-0.004476379131022279,-0.007901841975660684,-0.0029779524354429654,-0.01126815081275101,-0.00593553919727674,-0.008703750587464754,-0.0014053264311071345,-0.003937674964400784,-0.005657998542231701,-0.005388597914565141
2023-01-18,-0.015787935806319542,-0.005370081825011197,-0.018359638920955157,-0.018889097111268627,-0.006142675153973931,-0.017287046398772432,-0.0018622176981305527,-0.008545713882962325,-0.020609982513142944,-0.004123260643510762,-0.020834649888168744,-0.030042289967183722,-0.01601721296148817,-0.015874375622366044,-0.020543724162245813,-0.01822382234837816,-0.0162132608508877,-0.014996683288348023,-0.026787803295030277,-0.024721084486211242,-0.011724033331374839,0.0003371508526484046,-0.015084748848131713,-0.023751725197157736,-0.02034076798622586,-0.023175028981055168,-0.021331746504016702,-0.015029383939911378,-0.018061917840183295,-0.03031768418148606,-0.024542503095970503,-0.016772257123111367,-0.024501553702538592,-0.004877529827314153,-0.029440559529725352,-0.025218701383590614,-0.03292229000425628,-0.008707904842163106,-0.013285451662662151,-0.01715141389009145,-0.01657986164947345,-0.014806503880664734,-0.008914592254748999,-0.019460598100736193,-0.020555552122349163,-0.015157215528284196,-0.002372158336708785,-0.010584351525372071,-0.013423816125334942,0.014632591979930831,-0.009350221265376768,-0.021542197048511458,-0.02165852772588006,-0.01603710535137126,-0.016096660587178735,-0.009008996847496564,-0.005150447206879738,-0.027329037825455038,-0.02404527187642158,-0.023437488521208416,-0.0031611660416570597,-0.015640852466061506,-0.02262644428789118,-0.03769318533252641,-0.01694917001189533,-0.01882339503152619,-0.004868350132687049,-0.018669677314411492,-0.022537390961526182,-0.021336631148508367,0.0026505890587096292,-0.008219235349178677,-0.0174914318428544,-0.02063424726429708,-0.030047482843733486,-0.01405508024648816,-0.009460290267042204,-0.022007420506769182,-0.017082748076255094,-0.0022535727057658717,-0.010685058410202286,-0.007499267025062095,-0.011178013909245221,-0.019552992241881673,-0.0023509267079944163,-0.02527257235786462,-0.007347921782275613,-0.0278640270728453,-0.005452128365089126,-0.006795389320178424,-0.01639338406907298,-0.018603443421084775,-0.020161771617605462,-0.0180741346860126,-0.013172070355600307,-0.009714154608512993,-0.005980567667411063,0.010130198135719137,-0.008705057588269227,-0.021337036175169355
